caseid_new,marital_status,age,partner_age,education,partner_education,ethnicity,children,visits_relatives,gender,house,income,msa,rent,political,religion,work,lgbtq,success,age_diff_abs,gender_older,education_difference
2307264,separated,26,22,some college,less than high school,"white, non-hispanic",1.0,8,female,a one-family house detached from any other house,"$15,000 to $19,999",metro,owned or being bought by you or someone in your household,democrat,jewish,working - as a paid employee,0,0.0,4,1,2
2309591,married,59,62,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,0,female,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",not working - retired,0,1.0,3,0,0
2311205,never married,20,23,some college,some college,"black, non-hispanic",1.0,1,female,a one-family house detached from any other house,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,democrat,catholic,not working - other,0,0.0,3,0,0
2312496,living with partner,49,69,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,1,female,a one-family house detached from any other house,"$75,000 to $84,999",metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - self-employed,0,1.0,20,0,0
2317486,living with partner,48,55,high school,some college,"white, non-hispanic",0.0,10,female,a one-family house detached from any other house,"$12,500 to $14,999",non-metro,owned or being bought by you or someone in your household,democrat,catholic,working - as a paid employee,0,1.0,7,0,1
2321421,married,42,42,some college,some college,"white, non-hispanic",0.0,5,male,a one-family house detached from any other house,"$125,000 to $149,999",metro,owned or being bought by you or someone in your household,republican,catholic,working - as a paid employee,0,1.0,0,0,0
2322215,never married,21,21,some college,some college,"white, non-hispanic",0.0,3,male,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,democrat,none,working - as a paid employee,0,1.0,0,0,0
2323671,married,67,61,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$175,000 or more",metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",not working - retired,0,1.0,6,0,0
2330376,living with partner,37,42,some college,some college,"black, non-hispanic",0.0,5,female,a building with 2 or more apartments,"$60,000 to $74,999",metro,rented for cash,democrat,baptist-any denomination,working - as a paid employee,0,0.0,5,0,0
2333551,married,55,52,high school,some college,hispanic,0.0,3,male,a one-family house detached from any other house,"$125,000 to $149,999",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,3,0,1
2335586,living with partner,58,52,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,0,female,a one-family house detached from any other house,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,6,1,0
2337554,separated,55,55,some college,high school,"black, non-hispanic",0.0,1,male,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,democrat,baptist-any denomination,working - as a paid employee,0,0.0,0,0,1
2338195,never married,19,19,some college,some college,"white, non-hispanic",0.0,5,male,a one-family house detached from any other house,"$100,000 to $124,999",metro,owned or being bought by you or someone in your household,democrat,catholic,not working - other,0,1.0,0,0,0
2339381,married,38,40,bachelor's degree or higher,some college,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$75,000 to $84,999",metro,owned or being bought by you or someone in your household,republican,baptist-any denomination,working - as a paid employee,0,1.0,2,1,1
2344281,married,28,29,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,3,female,a building with 2 or more apartments,"$100,000 to $124,999",metro,rented for cash,democrat,catholic,working - self-employed,0,1.0,1,0,0
2347261,married,26,27,bachelor's degree or higher,high school,"white, non-hispanic",0.0,6,female,a one-family house attached to one or more houses,"$75,000 to $84,999",metro,owned or being bought by you or someone in your household,republican,catholic,working - as a paid employee,0,1.0,1,0,2
2353373,divorced,37,29,less than high school,some college,"black, non-hispanic",0.0,5,male,a one-family house detached from any other house,"$40,000 to $49,999",non-metro,owned or being bought by you or someone in your household,democrat,baptist-any denomination,working - as a paid employee,0,0.0,8,0,2
2354381,married,38,30,some college,high school,"white, non-hispanic",0.0,3,male,a one-family house attached to one or more houses,"$20,000 to $24,999",metro,owned or being bought by you or someone in your household,republican,catholic,working - as a paid employee,0,1.0,8,0,1
2355521,married,52,59,high school,some college,"white, non-hispanic",0.0,1,female,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,republican,none,working - as a paid employee,0,1.0,7,0,1
2356606,living with partner,60,60,bachelor's degree or higher,bachelor's degree or higher,"2+ races, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$150,000 to $174,999",metro,owned or being bought by you or someone in your household,democrat,none,working - as a paid employee,0,1.0,0,0,0
2358331,married,33,36,bachelor's degree or higher,some college,"white, non-hispanic",0.0,10,female,a one-family house detached from any other house,"$125,000 to $149,999",metro,owned or being bought by you or someone in your household,democrat,catholic,working - as a paid employee,0,1.0,3,0,1
2361411,married,41,41,bachelor's degree or higher,high school,"2+ races, non-hispanic",0.0,0,female,a building with 2 or more apartments,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,democrat,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,0,0,2
2363391,married,39,36,bachelor's degree or higher,some college,hispanic,0.0,1,male,a one-family house detached from any other house,"$85,000 to $99,999",metro,owned or being bought by you or someone in your household,republican,catholic,working - as a paid employee,0,0.0,3,0,1
2364441,married,44,45,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,2,female,a one-family house detached from any other house,"$175,000 or more",metro,owned or being bought by you or someone in your household,republican,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",working - as a paid employee,0,1.0,1,0,0
2365386,living with partner,38,39,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,0,female,a one-family house detached from any other house,"$125,000 to $149,999",metro,owned or being bought by you or someone in your household,democrat,none,working - as a paid employee,0,1.0,1,0,0
2366361,married,36,35,bachelor's degree or higher,bachelor's degree or higher,"white, non-hispanic",0.0,0,male,a one-family house detached from any other house,"$60,000 to $74,999",non-metro,owned or being bought by you or someone in your household,republican,other christian,working - as a paid employee,0,1.0,1,0,0
2367561,married,56,60,high school,some college,"white, non-hispanic",0.0,10,female,a one-family house detached from any other house,"$50,000 to $59,999",non-metro,owned or being bought by you or someone in your household,republican,other christian,working - as a paid employee,0,1.0,4,0,1
2368446,living with partner,44,54,some college,some college,"white, non-hispanic",0.0,6,male,a one-family house detached from any other house,"$85,000 to $99,999",non-metro,owned or being bought by you or someone in your household,democrat,none,working - as a paid employee,0,1.0,10,1,0
2370396,living with partner,39,35,bachelor's degree or higher,some college,"white, non-hispanic",0.0,5,male,a one-family house detached from any other house,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,democrat,other christian,working - as a paid employee,0,1.0,4,0,1
2371312,widowed,31,54,bachelor's degree or higher,high school,"black, non-hispanic",3.0,10,female,a one-family house detached from any other house,"$35,000 to $39,999",metro,owned or being bought by you or someone in your household,democrat,baptist-any denomination,working - as a paid employee,0,0.0,23,0,2
2374284,separated,28,21,some college,high school,"black, non-hispanic",2.0,0,male,a building with 2 or more apartments,"$40,000 to $49,999",metro,rented for cash,democrat,other christian,working - as a paid employee,0,1.0,7,0,1
2376421,married,42,38,high school,high school,"2+ races, non-hispanic",2.0,0,male,a one-family house detached from any other house,"$60,000 to $74,999",metro,owned or being bought by you or someone in your household,republican,pentecostal,working - as a paid employee,0,1.0,4,0,0
2377541,married,54,50,bachelor's degree or higher,some college,"white, non-hispanic",1.0,2,female,a one-family house detached from any other house,"$50,000 to $59,999",metro,owned or being bought by you or someone in your household,republican,none,not working - other,0,1.0,4,1,1
